0;0.519531;532;492
1;0.510742;523;501
2;0.503906;516;508
3;0.493164;505;519
4;0.485352;497;527
5;0.477539;489;535
6;0.469727;481;543
7;0.460938;472;552
8;0.450195;461;563
9;0.441406;452;572
10;0.433594;444;580
11;0.424805;435;589
12;0.416992;427;597
13;0.40625;416;608
14;0.398438;408;616
15;0.385742;395;629
16;0.374023;383;641
17;0.366211;375;649
18;0.353516;362;662
19;0.342773;351;673
20;0.336914;345;679
21;0.325195;333;691
22;0.314453;322;702
23;0.306641;314;710
24;0.299805;307;717
25;0.290039;297;727
26;0.28125;288;736
27;0.267578;274;750
28;0.262695;269;755
29;0.250977;257;767
30;0.243164;249;775
31;0.234375;240;784
32;0.222656;228;796
33;0.212891;218;806
34;0.204102;209;815
35;0.198242;203;821
36;0.1875;192;832
37;0.181641;186;838
38;0.170898;175;849
39;0.158203;162;862
40;0.148438;152;872
41;0.140625;144;880
42;0.12793;131;893
43;0.121094;124;900
44;0.113281;116;908
45;0.106445;109;915
46;0.0966797;99;925
47;0.0849609;87;937
48;0.078125;80;944
49;0.0693359;71;953
50;0.0595703;61;963
51;0.0556641;57;967
52;0.0449219;46;978
53;0.0361328;37;987
54;0.0273438;28;996
55;0.0175781;18;1006
56;0.00683594;7;1017
57;0.00976562;10;1014
58;0.0107422;11;1013
59;0.00878906;9;1015
60;0.00878906;9;1015
61;0.00976562;10;1014
62;0.00585938;6;1018
63;0.00683594;7;1017
64;0.00585938;6;1018
65;0.0107422;11;1013
66;0.0107422;11;1013
67;0.00683594;7;1017
68;0.00585938;6;1018
69;0.00878906;9;1015
70;0.00683594;7;1017
71;0.00878906;9;1015
72;0.00878906;9;1015
73;0.00683594;7;1017
74;0.0107422;11;1013
75;0.00976562;10;1014
76;0.00878906;9;1015
77;0.0107422;11;1013
78;0.00878906;9;1015
79;0.0136719;14;1010
80;0.0126953;13;1011
81;0.0078125;8;1016
82;0.00878906;9;1015
83;0.00878906;9;1015
84;0.0107422;11;1013
85;0.00878906;9;1015
86;0.0107422;11;1013
87;0.00683594;7;1017
88;0.00878906;9;1015
89;0.0107422;11;1013
90;0.00976562;10;1014
91;0.0078125;8;1016
92;0.0117188;12;1012
93;0.00683594;7;1017
94;0.0126953;13;1011
95;0.0107422;11;1013
96;0.0078125;8;1016
97;0.0078125;8;1016
98;0.0126953;13;1011
99;0.00976562;10;1014
100;0.00976562;10;1014
101;0.00878906;9;1015
102;0.0136719;14;1010
103;0.0078125;8;1016
104;0.00585938;6;1018
105;0.00878906;9;1015
106;0.0117188;12;1012
107;0.0107422;11;1013
108;0.0078125;8;1016
109;0.0078125;8;1016
110;0.0117188;12;1012
111;0.00976562;10;1014
112;0.00683594;7;1017
113;0.00976562;10;1014
114;0.00683594;7;1017
115;0.00585938;6;1018
116;0.00683594;7;1017
117;0.0107422;11;1013
118;0.0117188;12;1012
119;0.00878906;9;1015
120;0.00878906;9;1015
121;0.0107422;11;1013
122;0.00488281;5;1019
123;0.0078125;8;1016
124;0.0136719;14;1010
125;0.00976562;10;1014
126;0.0078125;8;1016
127;0.0078125;8;1016
128;0.00878906;9;1015
129;0.0117188;12;1012
130;0.0117188;12;1012
131;0.0107422;11;1013
132;0.0107422;11;1013
133;0.00976562;10;1014
134;0.0107422;11;1013
135;0.0117188;12;1012
136;0.0078125;8;1016
137;0.0107422;11;1013
138;0.00976562;10;1014
139;0.00976562;10;1014
140;0.0107422;11;1013
141;0.00683594;7;1017
142;0.00976562;10;1014
143;0.00488281;5;1019
144;0.00976562;10;1014
145;0.0107422;11;1013
146;0.00976562;10;1014
147;0.0107422;11;1013
148;0.00878906;9;1015
149;0.00488281;5;1019
150;0.00683594;7;1017
151;0.0107422;11;1013
152;0.00878906;9;1015
153;0.00976562;10;1014
154;0.0078125;8;1016
155;0.0117188;12;1012
156;0.00878906;9;1015
157;0.00878906;9;1015
158;0.00878906;9;1015
159;0.00976562;10;1014
160;0.00976562;10;1014
161;0.00878906;9;1015
162;0.0078125;8;1016
163;0.00976562;10;1014
164;0.0146484;15;1009
165;0.00878906;9;1015
166;0.0078125;8;1016
167;0.00878906;9;1015
168;0.0107422;11;1013
169;0.0117188;12;1012
170;0.0117188;12;1012
171;0.00488281;5;1019
172;0.00683594;7;1017
173;0.0117188;12;1012
174;0.00878906;9;1015
175;0.0117188;12;1012
176;0.00976562;10;1014
177;0.0078125;8;1016
178;0.0078125;8;1016
